isin,symbol,class,name,shares,date reported,%,value
US3167731005,FITB,Top mutual fund Holders,SPDR S&P 500 ETF Trust,8.09M,"Aug 31, 2024",1.2,340642665
US3167731005,FITB,Top mutual fund Holders,John Hancock Fds III-Disciplined Value Mid Cap Fd,7.88M,"Aug 31, 2024",1.16,331557359
US3167731005,FITB,Top mutual fund Holders,Washington Mutual Investors Fund,7.71M,"Jun 30, 2024",1.14,324694006
US3167731005,FITB,Top mutual fund Holders,iShares Core S&P 500 ETF,7.5M,"Aug 31, 2024",1.11,315818148
US09062X1037,BIIB,Top Institutional Holders,Vanguard Group Inc,16.6M,"Jun 30, 2024",11.4,3138592939
US09062X1037,BIIB,Top Institutional Holders,Primecap Management Company,16.34M,"Jun 30, 2024",11.22,3089081366
US09062X1037,BIIB,Top Institutional Holders,Blackrock Inc.,14.54M,"Jun 30, 2024",9.98,2748793734
US09062X1037,BIIB,Top Institutional Holders,State Street Corporation,7.1M,"Jun 30, 2024",4.87,1341644175
US09062X1037,BIIB,Top Institutional Holders,"T. Rowe Price Investment Management, Inc.",5.68M,"Jun 30, 2024",3.9,1073701912
US09062X1037,BIIB,Top Institutional Holders,"Wellington Management Group, LLP",5.17M,"Jun 30, 2024",3.55,976828491
US09062X1037,BIIB,Top Institutional Holders,JP Morgan Chase & Company,4.71M,"Jun 30, 2024",3.24,891456954
US09062X1037,BIIB,Top Institutional Holders,"Geode Capital Management, LLC",3.57M,"Jun 30, 2024",2.45,674217028
US09062X1037,BIIB,Top Institutional Holders,Norges Bank Investment Management,2.08M,"Jun 30, 2024",1.43,393028332
US09062X1037,BIIB,Top Institutional Holders,Price (T.Rowe) Associates Inc,2.01M,"Jun 30, 2024",1.38,380297492
US09062X1037,BIIB,Top mutual fund Holders,Vanguard/Primecap Fund,9.16M,"Jun 30, 2024",6.29,1731013624
US09062X1037,BIIB,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,4.61M,"Jun 30, 2024",3.17,872283365
US09062X1037,BIIB,Top mutual fund Holders,Vanguard Specialized-Health Care Fund,4.56M,"Apr 30, 2024",3.13,861866742
US09062X1037,BIIB,Top mutual fund Holders,Vanguard 500 Index Fund,3.74M,"Jun 30, 2024",2.57,706500732
US09062X1037,BIIB,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,3.12M,"Jun 30, 2024",2.14,589671349
US09062X1037,BIIB,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",2.81M,"Aug 31, 2024",1.93,531434762
US09062X1037,BIIB,Top mutual fund Holders,Vanguard Horizon Fund-Capital Opportunity Fund,2.34M,"Jun 30, 2024",1.61,443328895
US09062X1037,BIIB,Top mutual fund Holders,Price (T.Rowe) Capital Appreciation Fund,1.93M,"Jun 30, 2024",1.32,364673881
US09062X1037,BIIB,Top mutual fund Holders,Fidelity 500 Index Fund,1.78M,"Jul 31, 2024",1.22,336513416
US09062X1037,BIIB,Top mutual fund Holders,SPDR S&P 500 ETF Trust,1.72M,"Aug 31, 2024",1.18,324697297
US62944T1051,NVR,Top Institutional Holders,Vanguard Group Inc,347.71k,"Jun 30, 2024",11.3,3309138449
US62944T1051,NVR,Top Institutional Holders,Blackrock Inc.,306.07k,"Jun 30, 2024",9.95,2912847721
US62944T1051,NVR,Top Institutional Holders,State Street Corporation,143.94k,"Jun 30, 2024",4.68,1369872960
US62944T1051,NVR,Top Institutional Holders,Capital Research Global Investors,96.28k,"Jun 30, 2024",3.13,916252789
US62944T1051,NVR,Top Institutional Holders,"Geode Capital Management, LLC",79.54k,"Jun 30, 2024",2.58,757007508
US62944T1051,NVR,Top Institutional Holders,"Wellington Management Group, LLP",62.45k,"Jun 30, 2024",2.03,594307614
US62944T1051,NVR,Top Institutional Holders,Diamond Hill Capital Management Inc,56.73k,"Jun 30, 2024",1.84,539871290
US62944T1051,NVR,Top Institutional Holders,"Principal Financial Group, Inc.",52.27k,"Jun 30, 2024",1.7,497397634
US62944T1051,NVR,Top Institutional Holders,Boston Partners,49.9k,"Jun 30, 2024",1.62,474899825
US62944T1051,NVR,Top Institutional Holders,Capital World Investors,40.31k,"Jun 30, 2024",1.31,383642847
US62944T1051,NVR,Top mutual fund Holders,Growth Fund Of America Inc,94.55k,"Jun 30, 2024",3.07,899769623
US62944T1051,NVR,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,93.82k,"Jun 30, 2024",3.05,892869914
US62944T1051,NVR,Top mutual fund Holders,Vanguard 500 Index Fund,80.72k,"Jun 30, 2024",2.62,768237379
US62944T1051,NVR,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,63.74k,"Jun 30, 2024",2.07,606631922
US62944T1051,NVR,Top mutual fund Holders,Principal Mid Cap Fund,40.85k,"Jul 31, 2024",1.33,388791458
US62944T1051,NVR,Top mutual fund Holders,Amcap Fund,39.88k,"Jun 30, 2024",1.3,379541089
US62944T1051,NVR,Top mutual fund Holders,Fidelity 500 Index Fund,38.29k,"Jul 31, 2024",1.24,364371247
US62944T1051,NVR,Top mutual fund Holders,SPDR S&P 500 ETF Trust,37.75k,"Aug 31, 2024",1.23,359251187
US62944T1051,NVR,Top mutual fund Holders,iShares Core S&P 500 ETF,34.38k,"Aug 31, 2024",1.12,327227021
US62944T1051,NVR,Top mutual fund Holders,Smead Funds Trust-Smead Value Fund,30.45k,"May 31, 2024",0.99,289806806
US29476L1070,EQR,Top Institutional Holders,Vanguard Group Inc,55.87M,"Jun 30, 2024",14.74,4200996191
US29476L1070,EQR,Top Institutional Holders,Blackrock Inc.,38.42M,"Jun 30, 2024",10.13,2888887565
US29476L1070,EQR,Top Institutional Holders,Norges Bank Investment Management,35.12M,"Jun 30, 2024",9.26,2640507768
US29476L1070,EQR,Top Institutional Holders,State Street Corporation,23.6M,"Jun 30, 2024",6.22,1774568646
US29476L1070,EQR,Top Institutional Holders,Price (T.Rowe) Associates Inc,19.99M,"Jun 30, 2024",5.27,1503301539
US29476L1070,EQR,Top Institutional Holders,Apg Asset Management US Inc.,11.57M,"Jun 30, 2024",3.05,869816820
US29476L1070,EQR,Top Institutional Holders,JP Morgan Chase & Company,9.84M,"Jun 30, 2024",2.6,739909775
US29476L1070,EQR,Top Institutional Holders,"First Eagle Investment Management, LLC",9.3M,"Jun 30, 2024",2.45,699368679
US29476L1070,EQR,Top Institutional Holders,"Geode Capital Management, LLC",9.22M,"Jun 30, 2024",2.43,693350020
US29476L1070,EQR,Top Institutional Holders,Resolution Capital Ltd,7.83M,"Jun 30, 2024",2.06,588418913
US29476L1070,EQR,Top mutual fund Holders,Vanguard Specialized-Real Estate Index Fund,14.73M,"Apr 30, 2024",3.89,1107543998
US29476L1070,EQR,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,11.38M,"Jun 30, 2024",3,855389137
US29476L1070,EQR,Top mutual fund Holders,Vanguard 500 Index Fund,8.85M,"Jun 30, 2024",2.33,665597917
US29476L1070,EQR,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,7.71M,"Jun 30, 2024",2.03,579813267
US29476L1070,EQR,Top mutual fund Holders,First Eagle Global Fund,6.19M,"Jul 31, 2024",1.63,465422731
US29476L1070,EQR,Top mutual fund Holders,Fidelity 500 Index Fund,4.22M,"Jul 31, 2024",1.11,316983004
US29476L1070,EQR,Top mutual fund Holders,SPDR S&P 500 ETF Trust,4.06M,"Aug 31, 2024",1.07,305242837
US29476L1070,EQR,Top mutual fund Holders,Price (T.Rowe) Equity Income Fund,3.85M,"Jun 30, 2024",1.01,289105559
US29476L1070,EQR,Top mutual fund Holders,iShares Core S&P 500 ETF,3.78M,"Aug 31, 2024",1,284369190
US29476L1070,EQR,Top mutual fund Holders,"Price (T.Rowe) Dividend Growth Fund, Inc.",3.61M,"Jun 30, 2024",0.95,271796068
US37940X1028,GPN,Top Institutional Holders,Vanguard Group Inc,24.2M,"Jun 30, 2024",9.51,2348802828
US37940X1028,GPN,Top Institutional Holders,Blackrock Inc.,17.75M,"Jun 30, 2024",6.98,1722771279
US37940X1028,GPN,Top Institutional Holders,State Street Corporation,10.53M,"Jun 30, 2024",4.14,1022450979
US37940X1028,GPN,Top Institutional Holders,Bank of America Corporation,10.41M,"Jun 30, 2024",4.09,1010593741
US37940X1028,GPN,Top Institutional Holders,"FMR, LLC",8.25M,"Jun 30, 2024",3.24,800427108
US37940X1028,GPN,Top Institutional Holders,Synovus Financial Corporation,7.98M,"Jun 30, 2024",3.13,774147143
US37940X1028,GPN,Top Institutional Holders,Pzena Investment Management Llc,6.42M,"Jun 30, 2024",2.52,623461303
US37940X1028,GPN,Top Institutional Holders,Orbis Allan Gray Ltd,6.21M,"Jun 30, 2024",2.44,603196534
US37940X1028,GPN,Top Institutional Holders,"Geode Capital Management, LLC",5.9M,"Jun 30, 2024",2.32,572315343
US37940X1028,GPN,Top Institutional Holders,"Ameriprise Financial, Inc.",5.58M,"Jun 30, 2024",2.19,541450166
US37940X1028,GPN,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,6.26M,"Jun 30, 2024",2.46,607149691
US37940X1028,GPN,Top mutual fund Holders,Vanguard 500 Index Fund,5.2M,"Jun 30, 2024",2.04,504306470
US37940X1028,GPN,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,4.17M,"Jun 30, 2024",1.64,404514234
US37940X1028,GPN,Top mutual fund Holders,Fidelity 500 Index Fund,3.12M,"Jul 31, 2024",1.23,302853980
US37940X1028,GPN,Top mutual fund Holders,SPDR S&P 500 ETF Trust,3.03M,"Aug 31, 2024",1.19,293684820
US37940X1028,GPN,Top mutual fund Holders,iShares Core S&P 500 ETF,2.8M,"Aug 31, 2024",1.1,271689277
US37940X1028,GPN,Top mutual fund Holders,Victory Portfolios-Sycamore Established Value Fund,2.18M,"Jun 30, 2024",0.86,211590794
US37940X1028,GPN,Top mutual fund Holders,Vanguard Index-Value Index Fund,2.09M,"Jun 30, 2024",0.82,202527720
US37940X1028,GPN,Top mutual fund Holders,Columbia Fds Ser Tr II-Columbia Seligman Technology & Information Fund,1.96M,"May 31, 2024",0.77,190533628
US37940X1028,GPN,Top mutual fund Holders,Oakmark Fund,1.95M,"Jun 30, 2024",0.77,189266995
US0304201033,AWK,Top Institutional Holders,Vanguard Group Inc,24.71M,"Jun 30, 2024",12.68,3561718002
US0304201033,AWK,Top Institutional Holders,Blackrock Inc.,18.52M,"Jun 30, 2024",9.5,2669197717
US0304201033,AWK,Top Institutional Holders,State Street Corporation,11.29M,"Jun 30, 2024",5.79,1627038505
US0304201033,AWK,Top Institutional Holders,Impax Asset Management Group Plc,6.9M,"Jun 30, 2024",3.54,994753245
US0304201033,AWK,Top Institutional Holders,"Aristotle Capital Management, LLC",6.9M,"Jun 30, 2024",3.54,994843464
US0304201033,AWK,Top Institutional Holders,"Geode Capital Management, LLC",4.52M,"Jun 30, 2024",2.32,651485646
US0304201033,AWK,Top Institutional Holders,Amundi,4.52M,"Jun 30, 2024",2.32,651059483
US0304201033,AWK,Top Institutional Holders,Pictet Asset Management Holding SA,3.97M,"Jun 30, 2024",2.04,572809244
US0304201033,AWK,Top Institutional Holders,Invesco Ltd.,3.47M,"Jun 30, 2024",1.78,500182999
US0304201033,AWK,Top Institutional Holders,Northern Trust Corporation,3.23M,"Jun 30, 2024",1.66,465818306
US0304201033,AWK,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,6.16M,"Jun 30, 2024",3.16,887215660
US0304201033,AWK,Top mutual fund Holders,Vanguard 500 Index Fund,5M,"Jun 30, 2024",2.57,720635573
US0304201033,AWK,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,4.17M,"Jun 30, 2024",2.14,601440266
US0304201033,AWK,Top mutual fund Holders,Select Sector SPDR Fund-Utilities,2.89M,"Aug 31, 2024",1.48,416683188
US0304201033,AWK,Top mutual fund Holders,Fidelity 500 Index Fund,2.38M,"Jul 31, 2024",1.22,343235315
US0304201033,AWK,Top mutual fund Holders,SPDR S&P 500 ETF Trust,2.3M,"Aug 31, 2024",1.18,331330715
US0304201033,AWK,Top mutual fund Holders,iShares Core S&P 500 ETF,2.14M,"Aug 31, 2024",1.1,307914819
US0304201033,AWK,Top mutual fund Holders,Vanguard/Windsor II,1.87M,"Apr 30, 2024",0.96,269863682
US0304201033,AWK,Top mutual fund Holders,Allspring Special Mid Cap Value Fund,1.72M,"Jul 31, 2024",0.88,247187409
US0304201033,AWK,Top mutual fund Holders,Vanguard Index-Value Index Fund,1.59M,"Jun 30, 2024",0.82,229700465
US2521311074,DXCM,Top Institutional Holders,Vanguard Group Inc,46.51M,"Jun 30, 2024",11.61,3103824924
US2521311074,DXCM,Top Institutional Holders,Blackrock Inc.,34.52M,"Jun 30, 2024",8.61,2303477342
US2521311074,DXCM,Top Institutional Holders,State Street Corporation,16.31M,"Jun 30, 2024",4.07,1088278404
US2521311074,DXCM,Top Institutional Holders,Baillie Gifford and Company,15.33M,"Jun 30, 2024",3.82,1022699427
US2521311074,DXCM,Top Institutional Holders,Capital Research Global Investors,11.95M,"Jun 30, 2024",2.98,797125056
US2521311074,DXCM,Top Institutional Holders,"Sands Capital Management, LLC",10.61M,"Jun 30, 2024",2.65,707771980
US2521311074,DXCM,Top Institutional Holders,"FMR, LLC",9.79M,"Jun 30, 2024",2.44,653431603
US2521311074,DXCM,Top Institutional Holders,"Geode Capital Management, LLC",9.72M,"Jun 30, 2024",2.43,648847052
US2521311074,DXCM,Top Institutional Holders,Capital World Investors,8.31M,"Jun 30, 2024",2.07,554526795
US2521311074,DXCM,Top Institutional Holders,JP Morgan Chase & Company,6.68M,"Jun 30, 2024",1.67,445887346
US2521311074,DXCM,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,12.58M,"Jun 30, 2024",3.14,839130859
US2521311074,DXCM,Top mutual fund Holders,Vanguard 500 Index Fund,10.21M,"Jun 30, 2024",2.55,681101866
US2521311074,DXCM,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,8.52M,"Jun 30, 2024",2.13,568458017
US2521311074,DXCM,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",7.68M,"Aug 31, 2024",1.92,512325539
US2521311074,DXCM,Top mutual fund Holders,Growth Fund Of America Inc,6.01M,"Jun 30, 2024",1.5,401163430
US2521311074,DXCM,Top mutual fund Holders,Fidelity 500 Index Fund,4.86M,"Jul 31, 2024",1.21,324404307
US2521311074,DXCM,Top mutual fund Holders,SPDR S&P 500 ETF Trust,4.71M,"Aug 31, 2024",1.18,314621155
US2521311074,DXCM,Top mutual fund Holders,iShares Core S&P 500 ETF,4.36M,"Aug 31, 2024",1.09,291023224
US2521311074,DXCM,Top mutual fund Holders,Vanguard Growth Index Fund,4.16M,"Jun 30, 2024",1.04,277858128
US2521311074,DXCM,Top mutual fund Holders,College Retirement Equities Fund-Growth Account,3.12M,"Jun 30, 2024",0.78,208301842
US03662Q1058,ANSS,Top Institutional Holders,Vanguard Group Inc,10.41M,"Jun 30, 2024",11.92,3326079581
US03662Q1058,ANSS,Top Institutional Holders,Blackrock Inc.,8.64M,"Jun 30, 2024",9.89,2760485379
US03662Q1058,ANSS,Top Institutional Holders,"Aristotle Capital Management, LLC",3.61M,"Jun 30, 2024",4.13,1151584012
US03662Q1058,ANSS,Top Institutional Holders,State Street Corporation,3.6M,"Jun 30, 2024",4.12,1148829679
US03662Q1058,ANSS,Top Institutional Holders,"Geode Capital Management, LLC",2.27M,"Jun 30, 2024",2.6,724346505
US03662Q1058,ANSS,Top Institutional Holders,Pictet Asset Management Holding SA,1.74M,"Jun 30, 2024",1.99,555357754
US03662Q1058,ANSS,Top Institutional Holders,BAMCO Inc.,1.72M,"Jun 30, 2024",1.96,547878193
US03662Q1058,ANSS,Top Institutional Holders,Norges Bank Investment Management,1.55M,"Jun 30, 2024",1.77,494583891
US03662Q1058,ANSS,Top Institutional Holders,FIL LTD,1.26M,"Jun 30, 2024",1.44,400914206
US03662Q1058,ANSS,Top Institutional Holders,Millennium Management Llc,1.13M,"Jun 30, 2024",1.29,360835529
US03662Q1058,ANSS,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,2.76M,"Jun 30, 2024",3.16,882865980
US03662Q1058,ANSS,Top mutual fund Holders,Vanguard 500 Index Fund,2.24M,"Jun 30, 2024",2.56,715580801
US03662Q1058,ANSS,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,1.87M,"Jun 30, 2024",2.14,597261368
US03662Q1058,ANSS,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",1.69M,"Aug 31, 2024",1.93,538283698
US03662Q1058,ANSS,Top mutual fund Holders,Fidelity 500 Index Fund,1.07M,"Jul 31, 2024",1.22,340839147
US03662Q1058,ANSS,Top mutual fund Holders,SPDR S&P 500 ETF Trust,1.03M,"Aug 31, 2024",1.18,329012186
US03662Q1058,ANSS,Top mutual fund Holders,Baron Growth Fund,960k,"Jun 30, 2024",1.1,306604804
US03662Q1058,ANSS,Top mutual fund Holders,iShares Core S&P 500 ETF,957.37k,"Aug 31, 2024",1.1,305765793
US03662Q1058,ANSS,Top mutual fund Holders,Vanguard/Windsor II,942k,"Apr 30, 2024",1.08,300855964
US03662Q1058,ANSS,Top mutual fund Holders,Vanguard Growth Index Fund,947.09k,"Jun 30, 2024",1.08,302480011
US4878361082,K,Top Institutional Holders,Kellogg W K Foundation Trust,51.22M,"Jun 30, 2024",14.96,4127806556
US4878361082,K,Top Institutional Holders,Vanguard Group Inc,31.64M,"Jun 30, 2024",9.24,2549797290
US4878361082,K,Top Institutional Holders,Blackrock Inc.,28.5M,"Jun 30, 2024",8.33,2296861234
US4878361082,K,Top Institutional Holders,Keybank National Association,19.61M,"Jun 30, 2024",5.73,1580478705
US4878361082,K,Top Institutional Holders,State Street Corporation,13.99M,"Jun 30, 2024",4.09,1127788255
US4878361082,K,Top Institutional Holders,"Beutel, Goodman & Company Ltd",7.09M,"Jun 30, 2024",2.07,571275083
US4878361082,K,Top Institutional Holders,"Sessa Capital IM, L.P.",6.96M,"Jun 30, 2024",2.03,560850606
US4878361082,K,Top Institutional Holders,"Geode Capital Management, LLC",6.53M,"Jun 30, 2024",1.91,526169507
US4878361082,K,Top Institutional Holders,Invesco Ltd.,5.55M,"Jun 30, 2024",1.62,447649706
US4878361082,K,Top Institutional Holders,Norges Bank Investment Management,4.38M,"Jun 30, 2024",1.28,352773279
US4878361082,K,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,8.63M,"Jun 30, 2024",2.52,695201060
US4878361082,K,Top mutual fund Holders,Vanguard 500 Index Fund,6.76M,"Jun 30, 2024",1.97,544509372
US4878361082,K,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,5.86M,"Jun 30, 2024",1.71,472164055
US4878361082,K,Top mutual fund Holders,Fidelity 500 Index Fund,3.22M,"Jul 31, 2024",0.94,259345216
US4878361082,K,Top mutual fund Holders,SPDR S&P 500 ETF Trust,3.13M,"Aug 31, 2024",0.92,252446954
US4878361082,K,Top mutual fund Holders,iShares Core S&P 500 ETF,2.89M,"Aug 31, 2024",0.84,232675085
US4878361082,K,Top mutual fund Holders,iShares MSCI USA Min Vol Factor ETF,2.54M,"Aug 31, 2024",0.74,204974127
US4878361082,K,Top mutual fund Holders,Vanguard Index-Value Index Fund,2.25M,"Jun 30, 2024",0.66,181048972
US4878361082,K,Top mutual fund Holders,Invesco ETF Tr-Invesco S&P 500 Equal Weight ETF,2M,"Aug 31, 2024",0.58,161223591
US4878361082,K,Top mutual fund Holders,Vanguard Mid-Cap Value Index Fund,1.88M,"Jun 30, 2024",0.55,151290874
US8740541094,TTWO,Top Institutional Holders,Vanguard Group Inc,18.71M,"Jun 30, 2024",10.67,2820452359
US8740541094,TTWO,Top Institutional Holders,Blackrock Inc.,12.98M,"Jun 30, 2024",7.4,1956547170
US8740541094,TTWO,Top Institutional Holders,Public Investment Fund,11.41M,"Jun 30, 2024",6.51,1720991352
US8740541094,TTWO,Top Institutional Holders,State Street Corporation,10.02M,"Jun 30, 2024",5.72,1510481900
US8740541094,TTWO,Top Institutional Holders,Capital World Investors,7.33M,"Jun 30, 2024",4.18,1105444163
US8740541094,TTWO,Top Institutional Holders,JP Morgan Chase & Company,7.19M,"Jun 30, 2024",4.1,1083939687
US8740541094,TTWO,Top Institutional Holders,"Tiger Global Management, LLC",5.64M,"Jun 30, 2024",3.22,850876851
US8740541094,TTWO,Top Institutional Holders,Capital International Investors,5.03M,"Jun 30, 2024",2.87,757849044
US8740541094,TTWO,Top Institutional Holders,Massachusetts Financial Services Co.,4.74M,"Jun 30, 2024",2.71,715290743
US8740541094,TTWO,Top Institutional Holders,"Ameriprise Financial, Inc.",4.46M,"Jun 30, 2024",2.54,672568555
US8740541094,TTWO,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,5.15M,"Jun 30, 2024",2.94,776710372
US8740541094,TTWO,Top mutual fund Holders,SPDR (R) Idx Shares-SPDR Communication Services Select Sector ETF,4.22M,"Aug 31, 2024",2.41,636423255
US8740541094,TTWO,Top mutual fund Holders,Vanguard 500 Index Fund,4.08M,"Jun 30, 2024",2.33,614495567
US8740541094,TTWO,Top mutual fund Holders,Growth Fund Of America Inc,3.76M,"Jun 30, 2024",2.15,567273196
US8740541094,TTWO,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,3.49M,"Jun 30, 2024",1.99,525841146
US8740541094,TTWO,Top mutual fund Holders,"Invesco ETF Tr-Invesco QQQ Tr, Series 1 ETF",3.31M,"Aug 31, 2024",1.89,498855125
US8740541094,TTWO,Top mutual fund Holders,MFS Mid Cap Growth Fund,2.04M,"May 31, 2024",1.17,308283046
US8740541094,TTWO,Top mutual fund Holders,Fidelity 500 Index Fund,1.94M,"Jul 31, 2024",1.11,292668399
US8740541094,TTWO,Top mutual fund Holders,American Balanced Fund,1.91M,"Jun 30, 2024",1.09,288533080
US8740541094,TTWO,Top mutual fund Holders,SPDR S&P 500 ETF Trust,1.88M,"Aug 31, 2024",1.07,282934085
US29364G1031,ETR,Top Institutional Holders,Vanguard Group Inc,25.71M,"Jun 30, 2024",12.03,3336191197
US29364G1031,ETR,Top Institutional Holders,Blackrock Inc.,18.77M,"Jun 30, 2024",8.78,2435277248
US29364G1031,ETR,Top Institutional Holders,State Street Corporation,11.28M,"Jun 30, 2024",5.28,1463481403
US29364G1031,ETR,Top Institutional Holders,"Barrow, Hanley Mewhinney & Strauss, LLC",6.93M,"Jun 30, 2024",3.24,898643110
US29364G1031,ETR,Top Institutional Holders,"Ameriprise Financial, Inc.",6.48M,"Jun 30, 2024",3.03,840591204
US29364G1031,ETR,Top Institutional Holders,"FMR, LLC",6.3M,"Jun 30, 2024",2.95,817089191
US29364G1031,ETR,Top Institutional Holders,Invesco Ltd.,5.53M,"Jun 30, 2024",2.59,717876360
US29364G1031,ETR,Top Institutional Holders,Capital International Investors,4.96M,"Jun 30, 2024",2.32,643150917
US29364G1031,ETR,Top Institutional Holders,"Geode Capital Management, LLC",4.93M,"Jun 30, 2024",2.3,639355892
US29364G1031,ETR,Top Institutional Holders,Capital Research Global Investors,4.02M,"Jun 30, 2024",1.88,521127069
US29364G1031,ETR,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,6.75M,"Jun 30, 2024",3.16,875480626
US29364G1031,ETR,Top mutual fund Holders,Vanguard 500 Index Fund,5.48M,"Jun 30, 2024",2.56,711111197
US29364G1031,ETR,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,4.57M,"Jun 30, 2024",2.14,592719420
US29364G1031,ETR,Top mutual fund Holders,Select Sector SPDR Fund-Utilities,3.17M,"Aug 31, 2024",1.48,411172414
US29364G1031,ETR,Top mutual fund Holders,Fidelity 500 Index Fund,2.61M,"Jul 31, 2024",1.22,338668120
US29364G1031,ETR,Top mutual fund Holders,SPDR S&P 500 ETF Trust,2.51M,"Aug 31, 2024",1.17,325829957
US29364G1031,ETR,Top mutual fund Holders,Investment Company Of America,2.47M,"Jun 30, 2024",1.15,320061068
US29364G1031,ETR,Top mutual fund Holders,Franklin Custodian Funds-Utilities Fund,2.4M,"Jun 30, 2024",1.12,311376013
US29364G1031,ETR,Top mutual fund Holders,iShares Core S&P 500 ETF,2.34M,"Aug 31, 2024",1.1,303815673
US29364G1031,ETR,Top mutual fund Holders,Columbia Fds Ser Tr I-Columbia Dividend Income Fd,2.29M,"May 31, 2024",1.07,297275220
US34959J1088,FTV,Top Institutional Holders,Vanguard Group Inc,39.1M,"Jun 30, 2024",11.16,2978323174
US34959J1088,FTV,Top Institutional Holders,"T. Rowe Price Investment Management, Inc.",32.24M,"Jun 30, 2024",9.2,2455589347
US34959J1088,FTV,Top Institutional Holders,Blackrock Inc.,30.49M,"Jun 30, 2024",8.7,2322244092
US34959J1088,FTV,Top Institutional Holders,"Wellington Management Group, LLP",15M,"Jun 30, 2024",4.28,1142298763
US34959J1088,FTV,Top Institutional Holders,State Street Corporation,13.87M,"Jun 30, 2024",3.96,1056403761
US34959J1088,FTV,Top Institutional Holders,Flossbach von Storch AG,11.19M,"Jun 30, 2024",3.19,852265881
US34959J1088,FTV,Top Institutional Holders,Royal Bank of Canada,11.18M,"Jun 30, 2024",3.19,851241166
US34959J1088,FTV,Top Institutional Holders,"Viking Global Investors, L.P.",10.04M,"Jun 30, 2024",2.87,764709458
US34959J1088,FTV,Top Institutional Holders,"FMR, LLC",8.94M,"Jun 30, 2024",2.55,680742165
US34959J1088,FTV,Top Institutional Holders,Brown Advisory  Inc.,8.8M,"Jun 30, 2024",2.51,670608737
US34959J1088,FTV,Top mutual fund Holders,Price (T.Rowe) Capital Appreciation Fund,14.99M,"Jun 30, 2024",4.28,1141570883
US34959J1088,FTV,Top mutual fund Holders,Vanguard Total Stock Market Index Fund,11.13M,"Jun 30, 2024",3.18,847758749
US34959J1088,FTV,Top mutual fund Holders,Vanguard 500 Index Fund,9.03M,"Jun 30, 2024",2.58,688192810
US34959J1088,FTV,Top mutual fund Holders,Vanguard/Wellington Fund Inc.,8.65M,"May 31, 2024",2.47,659056872
US34959J1088,FTV,Top mutual fund Holders,Vanguard Mid-Cap Index Fund,7.54M,"Jun 30, 2024",2.15,574379142
US34959J1088,FTV,Top mutual fund Holders,Price (T.Rowe) Mid Cap Growth Fund,4.47M,"Jun 30, 2024",1.28,340624614
US34959J1088,FTV,Top mutual fund Holders,Fidelity 500 Index Fund,4.3M,"Jul 31, 2024",1.23,327785476
US34959J1088,FTV,Top mutual fund Holders,SPDR S&P 500 ETF Trust,4.17M,"Aug 31, 2024",1.19,317825867
US34959J1088,FTV,Top mutual fund Holders,Janus Henderson Enterprise Fund,4.13M,"Jun 30, 2024",1.18,314495791
US34959J1088,FTV,Top mutual fund Holders,iShares Core S&P 500 ETF,3.86M,"Aug 31, 2024",1.1,294057934
US49338L1035,KEYS,Top Institutional Holders,Vanguard Group Inc,20.54M,"Jun 30, 2024",11.84,3137456242
US49338L1035,KEYS,Top Institutional Holders,Blackrock Inc.,17.18M,"Jun 30, 2024",9.9,2624374636
US49338L1035,KEYS,Top Institutional Holders,Price (T.Rowe) Associates Inc,8.38M,"Jun 30, 2024",4.83,1279876906
US49338L1035,KEYS,Top Institutional Holders,State Street Corporation,7.66M,"Jun 30, 2024",4.42,1170382786
US49338L1035,KEYS,Top Institutional Holders,Swedbank,4.13M,"Jun 30, 2024",2.38,630605657
US49338L1035,KEYS,Top Institutional Holders,"T. Rowe Price Investment Management, Inc.",4.13M,"Jun 30, 2024",2.38,630637883
US49338L1035,KEYS,Top Institutional Holders,"Geode Capital Management, LLC",4.08M,"Jun 30, 2024",2.35,622649646
US49338L1035,KEYS,Top Institutional Holders,Jennison Associates LLC,3.77M,"Jun 30, 2024",2.17,575274176
